Start auto log messages stack - Iteration 1.	[MsgId: MMSG-10545]
Action.c(60): t=21725ms: Connecting [1] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(60): t=21726ms: Connecting [2] to host 127.0.0.1:1080  	[MsgId: MMSG-26000]
Action.c(60): t=21727ms: Connected socket [1] from 127.0.0.1:50900 to 127.0.0.1:1080 in 2 ms  	[MsgId: MMSG-26000]
Action.c(60): t=21727ms: 700-byte request headers for "http://localhost:1080/cgi-bin/nav.pl?username=ronald&password=roland" (RelFrameId=1.1, Internal ID=6)
Action.c(60):     GET /cgi-bin/nav.pl?username=ronald&password=roland HTTP/1.1\r\n
Action.c(60):     Referer: http://localhost:1080/cgi-bin/login.pl\r\n
Action.c(60):     Origin: http://localhost:1080\r\n
Action.c(60):     Sec-Fetch-Dest: frame\r\n
Action.c(60):     Sec-Fetch-Mode: navigate\r\n
Action.c(60):     Sec-Fetch-Site: same-origin\r\n
Action.c(60):     Upgrade-Insecure-Requests: 1\r\n
Action.c(60):     sec-ch-ua: "Not?A_Brand";v="8", "Chromium";v="108", "Google Chrome";v="108"\r\n
Action.c(60):     sec-ch-ua-mobile: ?0\r\n
Action.c(60):     sec-ch-ua-platform: "Windows"\r\n
Action.c(60):     Sec-Fetch-User: ?1\r\n
Action.c(60):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Geck
Action.c(60):     o) Chrome/108.0.0.0 Safari/537.36\r\n
Action.c(60):     Accept-Encoding: gzip, deflate\r\n
Action.c(60):     Accept-Language: ru-RU,ru;q=0.9,en-US;q=0.8,en;q=0.7\r\n
Action.c(60):     Accept: */*\r\n
Action.c(60):     Connection: Keep-Alive\r\n
Action.c(60):     Host: localhost:1080\r\n
Action.c(60):     Cookie: MSO=SID&1677763729\r\n
Action.c(60):     \r\n
Action.c(60): t=21728ms: Connected socket [2] from 127.0.0.1:50901 to 127.0.0.1:1080 in 2 ms  	[MsgId: MMSG-26000]
Action.c(60): t=21728ms: 688-byte request headers for "http://localhost:1080/cgi-bin/error.pl?error=badPassword" (RelFrameId=1.2, Internal ID=7)
Action.c(60):     GET /cgi-bin/error.pl?error=badPassword HTTP/1.1\r\n
Action.c(60):     Referer: http://localhost:1080/cgi-bin/login.pl\r\n
Action.c(60):     Origin: http://localhost:1080\r\n
Action.c(60):     Sec-Fetch-Dest: frame\r\n
Action.c(60):     Sec-Fetch-Mode: navigate\r\n
Action.c(60):     Sec-Fetch-Site: same-origin\r\n
Action.c(60):     Upgrade-Insecure-Requests: 1\r\n
Action.c(60):     sec-ch-ua: "Not?A_Brand";v="8", "Chromium";v="108", "Google Chrome";v="108"\r\n
Action.c(60):     sec-ch-ua-mobile: ?0\r\n
Action.c(60):     sec-ch-ua-platform: "Windows"\r\n
Action.c(60):     Sec-Fetch-User: ?1\r\n
Action.c(60):     User-Agent: Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Geck
Action.c(60):     o) Chrome/108.0.0.0 Safari/537.36\r\n
Action.c(60):     Accept-Encoding: gzip, deflate\r\n
Action.c(60):     Accept-Language: ru-RU,ru;q=0.9,en-US;q=0.8,en;q=0.7\r\n
Action.c(60):     Accept: */*\r\n
Action.c(60):     Connection: Keep-Alive\r\n
Action.c(60):     Host: localhost:1080\r\n
Action.c(60):     Cookie: MSO=SID&1677763729\r\n
Action.c(60):     \r\n
Action.c(60): t=21731ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/login.pl" (RelFrameId=1, Internal ID=5)
Action.c(60):     0\r\n
Action.c(60):     \r\n
Action.c(60): t=21731ms: Request done "http://localhost:1080/cgi-bin/login.pl"  	[MsgId: MMSG-26000]
Action.c(60): t=21802ms: 256-byte response headers for "http://localhost:1080/cgi-bin/nav.pl?username=ronald&password=roland" (RelFrameId=1.1, Internal ID=6)
Action.c(60):     HTTP/1.1 200 OK\r\n
Action.c(60):     Date: Thu, 02 Mar 2023 13:28:54 GMT\r\n
Action.c(60):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(60):     Expires: Wed, 01 Mar 2023 13:28:54 GMT\r\n
Action.c(60):     Keep-Alive: timeout=5, max=100\r\n
Action.c(60):     Connection: Keep-Alive\r\n
Action.c(60):     Transfer-Encoding: chunked\r\n
Action.c(60):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(60):     \r\n
Action.c(60): t=21802ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?username=ronald&password=roland" (RelFrameId=1.1, Internal ID=6)
Action.c(60):     5de\r\n
Action.c(60): t=21802ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?username=ronald&password=roland" (RelFrameId=1.1, Internal ID=6)
Action.c(60):     \r\n
Action.c(60): t=21802ms: 1502-byte chunked response body for "http://localhost:1080/cgi-bin/nav.pl?username=ronald&password=roland" (RelFrameId=1.1, Internal ID=6)
Action.c(60):     <!DOCTYPE html\n
Action.c(60):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(60):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(60):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(60):     <head>\n
Action.c(60):     <title>Web Tours Navigation Bar</title>\n
Action.c(60):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(60):     </head>\n
Action.c(60):     <body bgcolor="#E0E7F1">\n
Action.c(60):     <style>\n
Action.c(60):     blockquote {font-family: tahoma; font-size : 10pt}\n
Action.c(60):     H1 {font-family: tahoma; font-size : 22pt; color: #993333}\n
Action.c(60):     H3 {font-family: tahoma; font-size : 10pt; color: black}\n
Action.c(60):     small {font-family: tahoma; font-size : 8pt}\n
Action.c(60):     </style>\n
Action.c(60):     <form method="post" action="/cgi-bin/login.pl" target="body">\n
Action.c(60):     <input type="hidden" name="userSession" value="135906.336897529zQQAzicpcAtVzzzHtVQttpAQDcc
Action.c(60):     f"/>\n
Action.c(60):     <table border="0"><tr><td>&nbsp;</td>\n
Action.c(60):     <td>&nbsp;</td></tr>\n
Action.c(60):     <tr><td>&nbsp;</td>\n
Action.c(60):     <td>&nbsp;</td></tr>\n
Action.c(60):     <tr><td>&nbsp;</td>\n
Action.c(60):     <td><small>&nbsp;Username</small></td></tr>\n
Action.c(60):     <tr><td>&nbsp;</td>\n
Action.c(60):     <td><input type="text" name="username" value="ronald" size="14" maxlength="14"/></td></tr>
Action.c(60):     \n
Action.c(60):     <tr><td>&nbsp;</td>\n
Action.c(60):     <td><small>&nbsp;Password</small></td>\n
Action.c(60):     <tr><td>&nbsp;</td>\n
Action.c(60):     <td><input type="password" name="password" value="roland" size="14" maxlength="14"/></td><
Action.c(60):     /tr>\n
Action.c(60):     <tr><td>&nbsp;</td>\n
Action.c(60):     <td>&nbsp;</td></tr>\n
Action.c(60):     <tr><td>&nbsp;</td>\n
Action.c(60):     <td><input type="image" name="login" value="Login" alt="Login" border="1" \n
Action.c(60):     src="/WebTours/images/mer_login.gif"/></td></tr>\n
Action.c(60):     <tr><td>&nbsp;</td><td>&nbsp;</td></tr>\n
Action.c(60):     </table><input type="hidden" name="JSFormSubmit" value="off"/>\n
Action.c(60):     </form>\n
Action.c(60):     \n
Action.c(60):     </body>\n
Action.c(60):     </html>\n
Action.c(60): Resource "http://localhost:1080/WebTours/images/mer_login.gif" is in the cache already and will not be downloaded again  	[MsgId: MMSG-26655]
Action.c(60): t=21803ms: 216-byte response headers for "http://localhost:1080/cgi-bin/error.pl?error=badPassword" (RelFrameId=1.2, Internal ID=7)
Action.c(60):     HTTP/1.1 200 OK\r\n
Action.c(60):     Date: Thu, 02 Mar 2023 13:28:54 GMT\r\n
Action.c(60):     Server: Apache/2.2.21 (Win32)\r\n
Action.c(60):     Keep-Alive: timeout=5, max=100\r\n
Action.c(60):     Connection: Keep-Alive\r\n
Action.c(60):     Transfer-Encoding: chunked\r\n
Action.c(60):     Content-Type: text/html; charset=ISO-8859-1\r\n
Action.c(60):     \r\n
Action.c(60): t=21803ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/error.pl?error=badPassword" (RelFrameId=1.2, Internal ID=7)
Action.c(60):     406\r\n
Action.c(60): t=21803ms: 2-byte chunked response overhead for "http://localhost:1080/cgi-bin/error.pl?error=badPassword" (RelFrameId=1.2, Internal ID=7)
Action.c(60):     \r\n
Action.c(60): t=21803ms: 1030-byte chunked response body for "http://localhost:1080/cgi-bin/error.pl?error=badPassword" (RelFrameId=1.2, Internal ID=7)
Action.c(60):     <!DOCTYPE html\n
Action.c(60):     \tPUBLIC "-//W3C//DTD XHTML 1.0 Transitional//EN"\n
Action.c(60):     \t "http://www.w3.org/TR/xhtml1/DTD/xhtml1-transitional.dtd">\n
Action.c(60):     <html xmlns="http://www.w3.org/1999/xhtml" lang="en-US" xml:lang="en-US">\n
Action.c(60):     <head>\n
Action.c(60):     <title>Web Tours Error - Incorrect Password</title>\n
Action.c(60):     <meta http-equiv="Content-Type" content="text/html; charset=iso-8859-1" />\n
Action.c(60):     </head>\n
Action.c(60):     <body bgcolor="#E0E7F1">\n
Action.c(60):     <style>blockquote {font-family: tahoma; font-size : 10pt}H1 {font-family: tahoma; font-siz
Action.c(60):     e : 22pt; color: #003366}small {font-family: tahoma; font-size : 8pt}H3 {font-family: taho
Action.c(60):     ma; font-size : 10pt; color: black}TD {font-family: tahoma; font-size : 8pt; color: black}
Action.c(60):     </style><BR><BR><h1>&nbsp;&nbsp;<b>Error</b></h1><blockquote><center><h3><font color=red>W
Action.c(60):     eb Tours Error - Incorrect Password</font></h3></center><blockquote>\n
Action.c(60):     The username/password combination you've entered is invalid.  \n
Action.c(60):      Please double check your entry.  If it still does not work, you might \n
Action.c(60):      need to re-register with our site. <p /> Thank you for your patience.\n
Action.c(60):     </blockquote>\n
Action.c(60):     </body>\n
Action.c(60):     </html>
Action.c(60): t=21806ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/nav.pl?username=ronald&password=roland" (RelFrameId=1.1, Internal ID=6)
Action.c(60):     0\r\n
Action.c(60):     \r\n
Action.c(60): t=21806ms: Request done "http://localhost:1080/cgi-bin/nav.pl?username=ronald&password=roland"  	[MsgId: MMSG-26000]
Action.c(60): t=21806ms: 5-byte chunked response overhead for "http://localhost:1080/cgi-bin/error.pl?error=badPassword" (RelFrameId=1.2, Internal ID=7)
Action.c(60):     0\r\n
Action.c(60):     \r\n
Action.c(60): t=21806ms: Request done "http://localhost:1080/cgi-bin/error.pl?error=badPassword"  	[MsgId: MMSG-26000]
Action.c(60): Error -26366: "Text=Welcome, <b>ronald</b>, to the Web Tours reservation pages." not found for web_reg_find  	[MsgId: MERR-26366]
End auto log messages stack.	[MsgId: MMSG-10544]


